,Unnamed: 0,data,sentiment
612,637,đồng ý với comment của a nguyên,negative
613,638,g s ts của ta đuoc hoc mỗi môn lượm phong bì sao cho nhanh và kín,negative
614,639,cố tổng thống hq park chung hee từng nói “tôi sẽ bắn bất kì kẻ nào ăn cắp của công dù chỉ một đồng còn ở vn quan chức khui ra toàn gây thiệt hại hàng nghìn chục nghìn tỷ cán bộ téo riu ăn hối lộ 5 tỷ đồng thì gọi là tham nhũng vặt đến là sợ,negative
615,640,quốc hội có ra được luật tịch thu tài sản tham nhũng đâu mà chống với chặt vòi tham nhũng ,negative
616,641,nói ra bảo phản động muốn làm dc  chỉ có đa đảng,negative
617,642,đã tham những là giặc nội xâm nhưng luật xử tình đồng chí thì làm sao chặn được tham những “hy sinh đời bố củng cố 3 đời sau” thằng nào không sơ múi,negative
618,643,chỉ những người tham nhũng mới nhụt chí thôi,negative
619,644,may k mo mat lanh banh mat mu ra xem da dang ben my y.day da dang loan het ca len do k thay sao chung may chi muon vn nat nhu tuong a??ngu qua phan dong con j nua,negative
620,645,như một lời thách thức việc evn lỗ là do một đống lý do như đầu tư trái ngành vung tay quá trán vậy mà giờ đổ cho doanh nghiệp bán lẻ điện để đòi tăng giá bắt dân gánh vác,negative
621,646,chửi hoài có thay đổi đc j ko,negative
622,647,làm ăn lãnh đạo đã ko ra gì sao ko xóa sổ đi,negative
623,648,cho bọn chó lãnh đạo vào lò thiêu sống luôn đi,negative
624,649,thôi đừng có dọa cứ bán thử xem ai sẽ chịu thiệt trái phiếu mẽo mà hở ra là có khối nước tranh giành nhé,negative
625,650,jve một doanh nghiệp khá bất thường về mặt hoạt động khi có cổ đông sáng lập là gđ ngành nghề massage tắm hơi nhưng dù vậy nếu đây là tâm huyết của họ thì tại sao lại không ủng hộ,negative
626,651,vậy là ông vẫn là chủ tịch hưởng lương đều và ăn cơm nhà nước dù bị bắt giam,negative
627,652,một loại hình giao thông mới  chèo thuyền trên đường bộ,negative
628,653,ai biểu hát bài mùa mưa trên thành phố hồ chí minh chi,negative
629,654,trinh nguyen trinh nguyen lagi bị day chưa chị,negative
630,656,kiểu này máy anh giao thông hết đường,negative
631,657,trước khi đưa ra đề xuất này liệu hà nội có tính đến chuyện hoàn thành tuyến đường sắt đô thị số 1 sau 15 năm chưa thể khởi công tuyến số 2 đội vốn từ 19.555 tỉ đồng lên 35.678 tỉ đồng dù chưa làm kể cả một mét đường,negative
632,658,không hiểu có tham nhũng không,negative
633,660,nghe mà buồn cười đéo đỡ nổi,negative
634,661,một bí ẩn mà chẳng ai có thể trả lời cũng giống như việc hỏi vũ trụ hình thành thế nào vậy đố biết đấy,negative
635,662,trc cug định nhảy vào thị trg viễn thông cuối cùng lỗ chỏng vó phải bán lại kho số cho viettel vụ này cug không hề hấn gì đủ biết evn mạnh cỡ nàosuy cho cùng toàn wifi chùa muốn dùng bn chả đc,negative
636,663,ký sinh trùng bây giờ nhiều quá cái l gì nó cũng ăn đến tàn mạt người dân ngày càng khổ,negative
637,664,kết quả của kiềm chế là hàng loạt đại án tham nhũng bị lôi ra trong năm vừa qua vụ nào thiệt hại cũng nghìn tỷ chục nghìn tỷ mà vui là cách đây 8 năm người tiền nhiệm của ông cũng cả quyết y hệt như vậy kết quả thì ta thấy rồi đó,negative
638,665,thì nó phức tạp thì mới tham nhũng đc rồi có tham nhũng thì mới sinh ra kiềm chế....vòng đời mà,negative
639,666,công tác tuyển dụng cán bộ thế nào mà lại có thể phát biểu ra một câu vô trách nhiệm thế này bê một người lừa đảo lên làm lãnh đạo ngồi trên đầu dân rồi phủi tay thế sao,negative
640,667,còng lưng trả thôi chứ sao mà chết được đúng là miệng lưỡi của độc quyền bộ công thương đã nói rồi ngành điện sẽ được cạnh tranh và xóa bỏ độc quyền cứ chờ đấy mà xem,negative
641,668,sao quan chức vn hay phát biểu theo kiểu mua bằng nhỉ,negative
642,669,nói như ts naylẫn lẩn thẩn roi cái gì cúng phải hợp lý nhất la thu nhập của dan việt còn thâp còn đây là loại độc quyen bắt bí,negative
643,670,các sinh viên trường đh tân tạo sẽ nghĩ sao về vị giáo sư đáng kính của mình các cử tri sẽ nghĩ sao về đạo đức người đại biểu này đó là chưa kể trường của mà chiếm tiền của sinh viên đến nỗi phải bị kiện,negative
644,671,nghe đồn bà yến dính chùm sai phạm bị bộ công an khởi tố nhưng vẫn thoát nạn phút cuối là nhờ có một vị lãnh đạo cấp cao đứng sau che chở,negative
645,672,việt nam ơi  sao lại có cán bộ cấp cao che chở  pháp luật như c c,negative
646,673,người dùng có khổ sở vì không có nước sạch dù có tẩy chay đòi nước sạch sông đà chịu trách nhiệm thì cũng không làm được gì nhé vẫn lãi khủng,negative
647,674,nghe hơi lạ nhưng đó lại là chính xác những gì trung quốc đang làm,negative
648,675,hết phốt giật chồng của con tập đoàn sai phạm tùm lum giờ đến trường đh mà còn lấy tiền của sinh viên đến nỗi phải bị khởi kiện chân dung một cựu đbqh đây,negative
649,676,bộ đbqh ai cũng thành nhân hết sao mơ đó không nhìn thấy thành củi túm lùm hết sao,negative
650,677,giới tỷ phú nga thì ghê rồi rửa tiền mafia là bình thường rồi đây là người bạn thân từ thuở nhỏ của tổng thống putin,negative
651,678,ủng hộ động thái này của bộ trưởng nguyễn văn thể,negative
652,679,sao ko lêu tên công ty nào đầu tư ,negative
653,680,bác tổng đã nói rồi chống tham nhũng ngay tại cq chống tham nhũ nó mà bắt tay với nhau còn nguy hiểm hơn,negative
654,681,chính phủ đã có sự phân công phải việc riêng của anh th đâu mà nhở,negative
655,682,"đỗ quốc toản đại biểu dương trung quốc nois tham nhũng chỉ có dv có chức quyền bắt hết là xong 5,5triệu n",negative
656,684,như ý kiến ông thể thì có phải giải tán cơ quan thanh tra không,negative
657,685,ơ việc của mình trách nhiệm quản lý giám sát là của mình mà lại đi nhờ người khác,negative
658,686,cung chung mot mot lo ca  chi co trời phat la chinh xác ,negative
659,687,ăn đủ rùi lại muốn chống lại ak,positive
660,688,một phó gđ đã ngông cuồng và giàu cỡ này bảo sao giá điện chỉ có tăng mà không biết giảm,negative
661,689,có gì lạ các lãnh đạo cấp cao việt nam 10 thằng hết 11thằng,negative
662,690,"giảm làm gì ad,tăng lên thì sức cày của dân sẽ cao hơn để còng lưng cho các bố lấy lãi kêu lỗ",negative
663,691,"mỗi năm lượng xỉ thải của nhà máy formosa là trên 3,3 triệu tấn  đây là “núi” xỉ thải từ nhà máy formosa sau 2 năm hoạt động theo công an hà tĩnh một năm lượng xỉ thải của formosa là 3,3 triệu tấn họ không xử lý không thèm chôn lấp mà chôn sao nổi mà cứ để dồn đống lộ thiên công an hà tĩnh đã tuyên bố “bó tay” với khối xỉ thải này vậy mà người ta vẫn chủ trương giữ lại nhà máy formosa khắp cả nước việt nam bệnh viện mọc lên nhà thuốc mọc lên bác sĩ dược sĩ đào tạo ra dư thừa đông y thuốc tây thuốc nam thuốc bắc khắp nơi nơi con bệnh đầy rẫy nhà nước cấp bảo hiểm y tế cho mọi người nhưng nếu trung thực trong bảo vệ sức khỏe của người dân thì đã ra lệnh đóng cửa formosa từ lâu chứ không để cho hậu quả vô cùng nghiêm trọng đã xảy ra đối với môi trường ngày hôm nay con số 3.3 triệu tấn là còn ít chưa kể lượng xỉ thải đã hòa tan vào nước biển miền trung con số xỉ thải tổng cộng có thể gấp 2-3 lần con số trên vài ba năm sau việt nam sẽ có dãy trường sơn thứ hai là bãi chất thải thép độc hại mới 2 năm với công suất 2 lò mà còn thế sau này 70 năm với công suất 5 lò thì lượng xỉ thải là bao nhiêu khi ngày đêm xả xỉ than và khói đặc trời môi trường biển miền trung về cơ bản đã chết số người bị ung thư tại các tỉnh như hà tĩnh quảng bình nơi đóng trú của formosa tăng vọt theo chủ trương lớn phát triển công nghiệp nặng vừa rồi cháy rừng lớn ở dãy núi hồng lĩnh tại sao không huy động số đông lính quân khu 4 và các xã huyện đi dập lửa xin thưa vì các chú ấy đang còn vận bảo vệ tập đoàn formosa theo hợp đồng quyết định giữ lại formosa là một chính sách được trung quốc tận dụng triệt để hòng tiêu diệt giống nòi việt nam",negative
664,692,quá nhiều bênh nhân ung thư nhập viện hàng ngày,negative
665,693,ngu lol tkz viết bài này biết tro bay là gì không,negative
666,694,điện lực huế nói 200 cột điện gãy đổ đạt đúng tiêu chuẩn việt nam hôm 20-9-2020 đại diện công ty điện lực thừa thiên huế lên tiếng về việc gần 200 cột điện gãy đổ do bão số 5 vừa qua ở trong tỉnh khẳng định các cột này đạt chất lượng “hầu hết cột điện bị gãy đổ là cột bê tông ly tâm dự ứng lực được sản xuất theo tiêu chuẩn mới tcvn 5487:2016 được tổng cục tiêu chuẩn đo lường chất lượng thẩm định và bộ khcn công bố loại cột này sử dụng cốt thép bê tông cường độ cao đượ...c kéo căng ra bằng máy kéo ứng suất trước đạt tới một giá trị ứng suất nhất định trước khi xuất xưởng đưa ra hiện trường dựng các cột đều phải trải qua một thí nghiệm đạt đúng tiêu chuẩn việt nam mới được sử dụng nghiệm thu” mạng báo vietnamnet dẫn lời ông nguyễn đại phúc  phó giám đốc công ty điện lực tt-huế cho hay bạn nghĩ sao,negative
667,695,"khốn nạn thật,từ bọn xây cho đến.....mạng người rẻ mạt",negative
668,696,khi chào hàng ai cũng nổ đúng tiêu chuẩn và nhất thế giới ị sự cố thì đổ cho tất cả vì mẹ thiên nhiên các vị hãy nhớ và thực tế hãy để nơi sản xuất họ chứng minh và chịu trách nhiệm trước thần dân và xã hội ,negative
669,697,tại tcvn đưa ra tiêu chí quá thấp so với astm nhiều công trình dự án nước ngoài khi cấp nguyên liệu vật tư họ không chấp nhận tcvn mặc dù họ đang làm việc tại vn,negative
670,698,không thấy lời xin lỗi mà chỉ toàn lời chống chế trốn tránh trách nhiệm khốn khổ cho dân việt bị chúng tạo những cái bẫy chết người trên đường,negative
671,699,chất lượng cao giá thành hạ bão là đổ đủ ba tiêu chí,negative
672,700,uhm..thì sếp trên bảo sao nghe vậy,negative
673,701,đúng hàng vn chất lượng cao,positive
674,702,đúng rồi tiêu chuẩn vn tiêu chuẩn xhcn mà hahahaha,positive
675,703,ong troi vach mat ke lam an gian doi  dung cao co mat ,negative
676,704,đúng quy trình  mà ,negative
677,705,nói thì bố thằng nào nói chả dc,negative
678,706,liệu vụ này có liên quan “tích lũy 29.000 tỉ”,negative
679,707,ko nuôi bố hờ  nên bố phá cho mà biết,negative
680,708,thằng bố hờ chuyên ăn bẩn,negative
681,709,lúc đương chức nói và có những giọt nươc mắt như thế thì hồng phúc cho dân quá,negative
682,711,2 câu chuyện gây sốc cuối tuần qua một môi trường vốn là chuẩn mực nơi gìn giữ những “khuôn vàng thước ngọc” mà ứng xử như vậy sao,negative
683,712,phải lôi bằng hết bọn người táng tận lương tâm ăn trên xác đồng bào thế này,negative
684,713,nam sinh 14 tuổi ở thanh hoá đi xe đạp cướp tiệm vàng ông lê sỹ lam chủ tịch ubnd xã minh khôi huyện nông cống tỉnh thanh hoá xác nhận tiệm vàng kim long đóng trên địa bàn vừa bị cướp khoảng 19h ngày 20/9 một thanh niên bịt khẩu trang đeo găng tay bất ngờ dựng xe đạp rồi lao vào tiệm vàng kim long cướp tài sản rồi bỏ chạy phát hiện kẻ cướp là một cậu bé đang tuổi học sinh đi xe đạp nên tự hô hoán người dân tổ chức vây bắt nghi phạm được xác định là một nam sinh 14 tuổi đang học lớp 9 một trường thcs trên địa bàn trong quá trình truy đuổi giằng co không chịu trả lại số vàng trên kẻ cướp tiệm vàng đã bị thương nhẹ với có hơi khóc nhè 1 tý,negative
685,714,thanh hoá không làm tui thất vọng,negative
686,715,nguyễn duy kiên loạn quá,negative
687,716,trông bác trọng khỏe như vầy mọi người lại vui,negative
688,717,thương cho chiến sĩ trẻ hết lòng với công việc thì thế này,negative
689,718,phap luat cu nhe tay voi bon quai xe tre trau nay thi tai nan giao thong khong bao gio giam duoc thao toi doi voi bon nay ngoai tich thu phuong tien con phat tu chung moi so va neu chung chua du tuoi de chiu trach nhiem hinh su thi truy to nguoi dam ho chung,negative
690,719,anh trump à làm vậy là không đẹp lắm đâu nhưng tôi thích làm luôn đi anh ơi,positive
691,720,một thời hét ra lửa trên thương thường tài sản nghìn tỷ vậy mà cuối đời vướng lao lý phải ngồi tù,negative
692,721,lừa đảo thì làm sao bền vững dc  luật nhân quả ,negative
693,722,ngày xưa bà mua cái xe thôi cũng thấy khủng,negative
694,723,vài năm tù ra lại làm tướng ,negative
695,724,chuyên gia vn nói đây chỉ là một chiêu trò lừa bịp,negative
696,725,người ta nói đúng còn gì ngày trước jve nói là cải tạo nguyên trạng bằng cn nano nhật cuối cũng không xong giờ là đưa giải pháp gồm thu gom nước thải bổ sung nước chả là ăn theo giải pháp cũ của tp có gì mới đâu chỉ thêm trồng cây cho đẹp ngày từ đầu mình nghĩ đã là bọn bịp,negative
697,726,mấy chuyên gia đc thuê để phá đây mà tq chẳng muốn láng giềng vn giàu mạnh nên tìm mọi cách phá cho nghèo 1 trong những cách đó là cho bọn thầy pháp đi tìm và phá các long mạch ở vn nếu ko có trấn yểm bảo vệ long mạch thì vn có còn tồn tại đến giờ ko,negative
698,727,người nhật đã làm thì yên tâm đi chỉ sợ kinh phí và người việt có ủng hộ đồng thời có tham gia góp ý vào dự án để hoàn thiện hay không thôi,negative
699,728,lại códự án bất động sản đâu đó gần đấy thôi,negative
700,729,bỏ cái chữ tâm kinh đi  lừa dân nó quen rồi ,negative
701,730,cứ ngỡ như trump đang đập tq te tua nào ngờ các chỉ số đều cho thấy kết quả ngược lại,negative
702,731,hay quá  vậy bảo trump ra đòn nặng thêm coi sao nhé  cty nước ngoài bỏ hết là nạn thất nghiệp nó ntn thì chắc thằng viết bài hiểu nhất,negative
703,732,éo hiểu dư lào cũng hay,negative
704,734,các bạn sẽ không bao giờ thấy tôi nữa đâu hôm qua tổng thống mỹ donald trump đã nhận định với những người ủng hộ ông rằng ông sẽ không bao giờ phát biểu trước họ nữa nếu ông thua trong cuộc bầu cử vào tháng 11 tới đồng thời gọi biden là ứng viên tồi tệ nhất trong lịch sử chính trị tổng thống nếu tôi thua ông ấy tôi không biết tôi sẽ làm gì tôi sẽ không bao giờ phát biểu trước các bạn nữa các bạn sẽ không bao giờ thấy tôi nữa ông trump khẳng định tôi không nghĩ là tôi sẽ thua nhưng nếu tôi thua tôi nghĩ các bạn sẽ không nhìn thấy tôi nữa tôi nghĩ tôi sẽ tới turnberry chơi golf hoặc làm gì đó theo kết quả trung bình các cuộc khảo sát ông biden hiện dẫn trước trump 6 điểm trên toàn quốc,negative
705,735,u will win  the best president,positive
706,736,khảo sát giống năm 2016,negative
707,737,tôi tin trump sẽ thắng,negative
708,738,hòa trong không khí bán đất vàng đất công sản để lấy tiền vừa qua tòa án nhân dân tối cao sau vụ định dựng tượng các cố chánh án để biểu trưng công lý thì nay đòi bán 3 đất vàng công sản ở hà thành để có tiền xây trụ sở hoành tráng hàng trăm tỷ quả là dân chơi,negative
709,739,tính bày trò hù dọa mẽo thôi ai dè trump chơi lớn quá dựng luôn tường thành cách ly tq với phần còn lại luôn giờ coi làm sao mà dân tq chơi với thế giới khi mà các ứng dụng quốc tế đều bị chặn trong nước,negative
710,740,hoan hô..anh trump cần phải mạnh tay với bọn trung quốc hán nô không thì bọn nó lộng hành quá,negative
711,741,thực sự thì tàu nó ko chơi dc vs ai  ko ai chơi dc vs nó nên mọi thứ của nó chỉ có thể là để nghe ngóng ăn cắp dữ liệu,negative
712,742,chiêu này để ép tq dùng facebook và google thôi,negative
713,743,phải giảm nhẹ để phù hợp mức 8 năm tù chứ vẫn nhớ đến 2 thanh niên ở tù gần 1 năm trời vì cướp bánh mì do đói quá luật pháp đúng là có mắt hết hồn luôn,negative
714,744,cần xử lại vụ án cướp bánh mì do đói quá  xử án quá sai ko biết xử án ,negative
715,745,vì con lươn nó tườn vào nỗ rùi,negative
716,746,anh ba vẫn khỏe không biết sự xuất hiện của anh báo hiệu điều gì,negative
717,747,neu no lam them 1 nhiem ky nua thi o biet dat nuoc vn se di ve dau khi nhung dan em nhu trinh xuan thanh dinh la thang nguyen huy hoang v v len lam chu dat nuoc,negative
718,748,có lẽ không ai biết lý do nào mà ông dũng phải xuất hiện  từ ngày ông ta cởi áo từ quan cho đến nay  có rất nhiều thông tin không mấy tốt về ông ta  cho nên ông ta xuất hiện  hàm ý là tôi vẫn khỏe đồng bào yên tâm  lò của trọng lú chỉ là lò tôn ,negative
719,749,nguyên nhân xuất phát từ đây,negative
720,750,về vườn rồi còn đưa cái mặt này lên làm gì nữa,negative
721,751,hậu quả bao giờ mới hết,negative
722,752,quay lại đê a 3 cho tiu luôn a3,negative
723,753,nói thì hay nhưng làm thì như cc ý,negative
724,754,cũng may là chưa bán hết các mỏ cho tàu.tập đoàn tham nhũng cũng từ đay mà ra.chỉ bọn phản động chúng nó mới ca tụng thôi,negative
725,755,phan thế trung chuẩn bị có phim hay xem đây,positive
726,757,các nhà mạng di động lớn nhất nhật bản đức anh ngừng cung cấp hoặc bán sản phẩm huawei một cuộc sụp đổ toàn cầu kích hoạt,negative
727,758,sau cú này trump lại vượt điểm binden  đầu tuần nghe tin vui,negative
728,759,chừng nào thằng anh vn mới nhìn thằng em campuchia mà học hỏi,negative
729,760,sao mà giống được vì hai đảng hai chế độ khác nhau mà,negative
730,761,thằng anh phải khôn hơn thằng em chứ 1 đống tiền như vậy bỏ đi thì phí,negative
731,762,nghị sĩ mỹ trình dự luật chấm dứt chính sách “một trung quốc” theo taiwannews cho biết nghị sĩ hoa kỳ tom tiffany vừa giới thiệu dự luật kêu gọi mỹ bãi bỏ chính sách một trung quốc và bình thường hóa quan hệ với đài loan trong một thông cáo báo chí đăng hôm thứ năm ông tiffany chỉ ra rằng trước năm 1979 mỹ và đài loan duy trì quan hệ ngoại giao bình thường và hữu nghị tuy nhiên tổng thống mỹ jimmy carter đột ngột cắt đứt quan hệ ngoại giao với đài loan mà không có sự chấp thuận của cơ quan lập pháp và thay vào đó chọn công nhận chế độ cộng sản ở bắc kinh ông tiffany tuyên bố rằng quốc hội mỹ sau đó đã thông qua đạo luật quan hệ đài loan tra như nền tảng của quan hệ kinh tế và văn hóa mỹ  đài loan đồng thời cho phép mỹ bán vũ khí cho đài loan tuy nhiên cựu tổng thống ronald reagan sau đó đã nâng cấp mối quan hệ bằng cách ban hành sáu điều đảm bảo bất chấp những biện pháp này hoa kỳ vẫn không chính thức công nhận đài loan nghị sĩ than thở rằng đất nước của ông đang đối xử không thể giải thích được với chính phủ được bầu cử dân chủ của đài loan giống như cách họ đối xử với các chế độ tàn bạo ở bắc hàn và iran dựa trên văn bản văn phòng nghị sỹ tiffany gửi lưỡng viện hoa kỳ mà taiwan news được tiếp cận quốc hội mỹ cho rằng mỹ nên nối lại quan hệ ngoại giao chính thức với đài loan hủy bỏ các rào cản đối với trao đổi bình thường giữa hai nước đàm phán và ký kết hiệp định thương mại tự do fta  và ủng hộ việc đài loan trở thành thành viên của liên hiệp quốc và các tổ chức quốc tế khác gửi một thông điệp thách thức tới bắc kinh ông tiffany đã viết nước mỹ không cần giấy phép của đảng cộng sản trung quốc để nói chuyện với bạn bè và đối tác của mình trên khắp thế giới về chính sách một trung quốc mà chế độ cộng sản đã gông cùm đài loan và hoa kỳ trong nhiều thập kỷ ông tiffany viết bây giờ là lúc hoa kỳ ngừng lặp lại hình ảnh một trung quốc của bắc kinh và để chính sách của hoa kỳ phản ánh thực tế rằng đài loan là một quốc gia tự do dân chủ và độc lập  đề cập đến việc israel bình thường hóa quan hệ với kẻ thù cũ ả rập ông tiffany nói thêm nếu các tiểu vương quốc ả rập thống nhất và bahrain có thể bình thường hóa quan hệ với israel chắc chắn chúng ta có thể chính thức hóa tình bạn lâu dài với đài loan,negative
732,763,đăng lại cũng xàm dự luật là hủy bỏ tối huệ quốc nghĩa là bỏ quy chế thương mại ưu đãi đặc biệt đối với 1 nước cộng sản duy nhất trên thế giới sau khi mỹ rút(cút khỏi chiến trường việt nam,negative
733,764,tin chấn động nước mỹ obama và đảng dân chủ đã bị bóc mẽ mối liên hệ đặc biệt với tq nhiều khoản tiền đen đã được rửa thông qua nước này và đi vào tài khoản của những tên dân chủ bây giờ lại khui vụ tài trợ khủng cho viện vũ hán liệu có phải họ bắt tay tạo ra coronavirus,negative
734,765,"bộ đội biên phòng việt nam bắt tàu cá trung quốc đánh bắt hải sản trái phép trên vùng biển móng cái cụ thể rạng sáng 17-9 tại phía tây đường phân định vịnh bắc bộ khoảng 5,5 hải lý thuộc vùng biển xã vĩnh thực tp móng cái quảng ninh đội tuần tra kiểm soát của hải đội 2 bđbp tỉnh quảng ninh ph.ố.i hợp đội tuần tra kiểm soát của đồn biên phòng đảo trần phát hiện 2 tàu cá trung quốc vi ph.ạ.m chủ quyền vùng biển việt nam khai thác tr.ộ.m hải sản bằng hình thức k.é.o chã khi bị phát hiện một tàu ch.ặ.t chã bỏ ch.ạ.y về phía vùng biển trung quốc lực lượng chức năng b.ắ.t được tàu cá còn lại tàu cá vỏ sắt mang tên quế khâm – 11631 dài 39,2m rộng 6,9m lắp 1 máy công suất 436cv trọng tải 250 tấn trên tàu có 9 người 8 nam 1 nữ do ông tô quế khâm 49 tuổi trú tại khâm châu tỉnh quảng tây trung quốc làm thuyền trưởng khi b.ắ.t g.i.ữ đội tuần tra đã lên tàu tuyên truyền giải thích cho ông tô quế khâm cùng 8 thuyền viên hành vi đ.á.nh b.ắ.t tr.ộ.m hải sản là vi ph.ạ.m chủ quyền vùng biển của việt nam và ph.áp l.uật việt nam ông tô quế khâm nhận l.ỗ.i và hứa không vi ph.ạ.m không vào vùng biển việt nam để khai thác hải sản đồng thời khẳng định trong quá trình bị b.ắ.t toàn bộ thuyền viên trên tàu được bđbp quảng ninh đối x.ử nhân đạo không u.y hi.ế.p và không tịch thu đồ vật gì trên tàu theo  tuổi trẻ",negative
735,766,sao ko lập biên bản bắt giữ mà chỉ leo lên thuyền để tuyên truyền thôi à,negative
736,767,cương quyết nhưng nhân văn ,positive
737,768,đúng vậy nghèo một chút khó khăn một chút nhưng không là rác thải mà ngược lại,negative
738,769,phong toả thì được gì phần lớn tài sản đã theo ra nước ngoài rồi,negative
739,770,"hôm qua vừa đọc tin một người dân vì tham 1,5 triệu đi mua bán ma tuý mà ngồi tù 10-12 năm thì nay ông tài bị tuyên án lại nhớ câu mọi người dân đều bình đẳng trước pháp luật",negative
740,771,400 tỷ còn sử bắn thì 2000 t phải sử 5 người nhà bọn chúng để răn đe,negative
741,773,thanh tra mà còn “bảo kê” cho sai phạm vậy hóa ra dân nuôi báo cô thanh tra à thật hài hước,negative
742,774,thanh tra  tất cả chỉ là cá mè một lứa  không bảo kê cho sai phạm  thì lấy cái gì để ăn  tiền đâu mua ô tô nhà lầu  tiền đâu cho con cháu đi du học nước ngoài ,negative
743,775,chống tham nhũng thì ăn tham nhũng làm nghề gì ăn nghề đấy thôi.phải học lại cách tham sân si,negative
744,776,một lời khuyên khôn ngoan vào thời điểm này tham thì thâm tq nhớ lấy,negative
745,777,đéo ai tin đâu  tây phải cầm dao giờ tay trái chìa cái bánh gai thì ai ăn nổi  mất uy tín thì đừng mơ  biết vài năm nữa lại có virus cao hơn thì sao nói chung trump làm nhiệm kỳ nữa thì tàu thành tóp cháy,negative
746,778,chuyên gia này vài ngày sau mất tich,negative
747,779,quả nhiên gì cũng nói được,negative
748,780,đừng có ý kiến không thì chúng nó lại tăng giá điện lên nữa thì khổ ,negative
749,781,cột điện không cốt sắt khác nào người không xương,negative
750,782,công trình thiết yếu mà làm như trò trẻ con ,negative
751,783,nói gì hết 90 là thế mà tiến lên cho kịp sánh bước cùng 5 châu,negative
752,784,chẳng riêng nlđ chắt chiu từng đồng lương để đóng bhxh ước mong về nhà có được đồng nào hay đồng ấy tương lai của những cán bộ suốt đời phục vụ cho đất nước những sĩ quan công an quân đội thề trung thành tới hơi thở cuối cùng cũng đứng trước nguy cơ… “không có gì” khi về già,negative
753,785,ko có tiền trả lương hưu  thì loạn mất  ng nghỉ hưu trông chờ vào ai ,negative
754,786,tin này là thật hay giả hỡi mọi nguời nếu thật thì nguy cho người đã hoàn thành nghĩa vụ công dân,negative
755,787,nhiều vụ đòi nợ sặc mùi giang hồ khủng bố đe doạ trong những năm qua trên địa bàn sài gòn phần lớn có sự tham gia của băng nhóm do hiếu thái dương cầm đầu,negative
756,788,nguy to rồi thế này công nhân về già chắc trắng tay quá,negative
757,789,một bài toán của chính quyền bhxh đưa ra để hưởng lợi chung vì biết người lao động sẽ chết sớm đa số chết vì nhiễm bệnh ung thư vân vân không ai đi làm ở tuổi 60 còn được minh mẫn nên để lại hết ai là nhóm lợi ích chung sẽ được hưởng,negative
758,790,"hot tổng thống mỹ donald trump lần đầu chia sẻ khoảnh khắc ăn bánh mì việt nam nhận về hơn 640.000 likes chỉ sau nửa ngày trên trang facebook chính thức của mình ông trump chia sẻ khoảnh khắc chụp hình check-in cùng 2 ổ bánh mì kiểu việt tới nay đã thu hút hơn 640.000 lượt thích kèm với đó là dòng caption thật tuyệt khi được trở lại philadelphia xin cảm ơn pennsylvania hẹn gặp lại sau 12 giờ đăng tải bức ảnh này đã thu về hơn 640k lượt reactions gần 44k bình luận cùng hơn 14,5k lượt chia sẻ những con số tương tác này cao hơn hàng chục lần các bài đăng khác trong thời gian gần đây của ông trên trang twitter có gần 86 triệu người theo dõi ông trump cũng chia sẻ khoảnh khắc hiếm hoi này và nhận về hơn 180k lượt yêu thích 20k bình luận cùng 30k lượt chia sẻ có thể thấy ổ bánh mì mà ông trump thưởng thức khá đơn giản nhìn kỹ chỉ thấy thịt rau xà lách và một ít nước sốt cả 2 ổ bánh đều được cắt đi một phần đầu để vị tổng thống thuận tiện hơn khi ăn bên dưới bài đăng đa phần ai cũng bày tỏ lòng ngưỡng mộ đối với ông trump vì những nỗ lực làm việc không mệt mỏi trong suốt thời gian qua giờ thì dân mạng việt nam càng có lý do tự hào hơn khi món đặc sản nổi tiếng của nước mình được vinh dự xuất hiện trong một bữa ăn của vị tổng thống nổi tiếng nhất thế giới",negative
759,791,bố mẹ ông ấy là nhà tư bản chứ không phải là lũ cướp mà làm gì có mà ăn gập mặt được,negative
760,792,ad trang này ko đọc báo hay như nào,negative
761,793,chúc mừng ông đã có dịp thưởng thức món ăn đường phố của người việt chúng tôi chúc ông ngon miệng,negative
762,794,tao chả thấy ông ấy nói gì liên quan đến việt nam cả,negative
763,795,lại thêm một vụ cán bộ uỷ ban bị bắt vì tiết lộ tài liệu còn nói xấu lãnh đạo,negative
764,796,nói thật hay nói láo cần kiểm chứng lại..nếu thật thì nhục lắm,negative
765,797,ngủ  cơm ko ăn lại đòi ăn c...t,negative
766,798,nguyễn tất thắng chào hôm nay ngủ cơm ko ăn ngày mai áo quần bảnh bao đòi ăn c...t…see more,negative
767,800,đẹp phô ra thối tha đậy kín,positive
768,801,1.700 tỷ bhxh mất sạch cty tài chính của nh bị phá sản mà dính đến ngân hàng là chuyện cực kỳ lớn truy tố tgđ bhxh cựu thứ trưởng bộ lđtbxh lãnh án 9 năm để cải tạo thành người tốt nợ đổ cho dân gánh,negative
769,802,xã hội thối nát hàng ngàn tỷ thất thoát chín năm tù mỗi ngày di tù được bao nhiêu tiền nhỉ thế này rất nhiều người muốn đi tù,negative
770,803,thật lực cười  hàng ngàn tỷ 9 năm  2 triệu đồng 2  3 năm ,negative
771,804,lo chi tăng tuổi nghỉ hưutoàn những sáng kiến,negative
772,805,trần ngọc hạnh học xong thất nghiệp đầy đường bọn quan chức ngồi ôm ghế  đại học chạy xe ôm  con bà nó ăn tàn phá nát đến bao giờ,negative
773,807,vỡ quĩ lương đồng nghĩa với việc chế độ phải thay đổi,negative
